NC_000067.7	4852957	4854173	2	2	1	2	0	33
NC_000067.7	4854329	4855795	2	2	1	1	0	13
NC_000067.7	4962293	4963639	1	1	1	1	0	22
NC_000067.7	4963787	4965156	1	1	1	2	0	72
NC_000067.7	4965229	4966578	1	1	1	2	0	38
NC_000067.7	6315204	6315381	1	1	1	1	0	62
NC_000067.7	6315569	6315648	1	1	1	1	0	4
NC_000067.7	9897345	9935355	1	1	1	1	0	24
NC_000067.7	10012381	10012547	2	2	1	1	0	66
NC_000067.7	10012617	10012834	2	2	1	1	0	7
NC_000067.7	10012943	10014244	2	2	1	1	0	76
NC_000067.7	10095289	10097327	2	2	1	1	0	22
NC_000067.7	10253973	10254200	2	2	1	1	0	62
NC_000067.7	16171584	16171950	2	2	1	2	0	55
NC_000067.7	16172161	16172713	2	2	1	2	0	51
NC_000067.7	16172824	16172915	2	2	1	5	0	52
NC_000067.7	16173054	16173391	2	2	1	5	0	51
NC_000067.7	16173559	16173733	2	2	1	2	0	64
NC_000067.7	16173909	16174588	2	2	1	3	0	15
NC_000067.7	20876125	20876965	2	2	1	1	0	29
NC_000067.7	21002464	21004805	1	3	1	1	0	55
NC_000067.7	23854447	23883953	1	1	1	1	0	58
NC_000067.7	23884103	23884181	1	1	1	1	0	75
NC_000067.7	24107060	24124491	2	2	1	1	0	71
NC_000067.7	24124608	24125600	2	2	1	1	0	18
NC_000067.7	24125693	24139141	2	2	1	1	0	49
NC_000067.7	24276353	24276522	1	1	1	1	0	48
NC_000067.7	24276578	24278287	1	1	1	1	0	32
NC_000067.7	34292099	34295312	1	1	1	1	0	1
NC_000067.7	34295433	34295622	1	1	1	1	0	10
NC_000067.7	34302572	34303605	1	1	1	1	0	75
NC_000067.7	34303729	34303830	1	1	1	1	0	77
NC_000067.7	34310107	34310435	1	1	1	1	0	37
NC_000067.7	34314961	34317100	1	1	1	1	0	30
NC_000067.7	34317221	34321503	1	1	1	1	0	14
NC_000067.7	34330998	34332400	1	1	1	1	0	54
NC_000067.7	34333628	34334234	1	1	1	1	0	15
NC_000067.7	34338920	34340941	1	1	1	1	0	60
NC_000067.7	34341014	34341910	1	1	1	1	0	27
NC_000067.7	36189241	36190714	2	2	1	1	0	25
NC_000067.7	36190876	36194153	2	2	1	1	0	26
NC_000067.7	36196583	36197188	2	2	1	1	0	35
NC_000067.7	36197278	36199022	2	2	1	1	0	47
NC_000067.7	36199108	36200756	2	2	1	1	0	27
NC_000067.7	36203605	36204589	2	2	1	1	0	14
NC_000067.7	36204693	36209279	2	2	1	2	0	79
NC_000067.7	36209376	36212515	2	2	1	1	0	45
NC_000067.7	36346918	36355289	1	1	1	1	0	60
NC_000067.7	36397542	36404562	2	2	1	1	0	19
NC_000067.7	36559770	36559899	1	1	1	1	0	49
NC_000067.7	36559997	36560285	1	1	1	1	0	60
NC_000067.7	36730771	36731291	1	1	1	1	0	68
NC_000067.7	36731632	36732277	1	1	1	1	0	50
NC_000067.7	36739679	36740214	2	2	1	1	0	42
NC_000067.7	36835406	36838022	2	2	1	1	0	47
NC_000067.7	37469364	37470373	1	1	1	1	0	32
NC_000067.7	37921780	37924295	2	2	1	1	0	47
NC_000067.7	38026861	38029283	2	2	1	1	0	64
