NC_000067.7	4907298	4909609	1	1	1	1	0	43
NC_000067.7	4909712	4911178	1	1	1	1	0	14
NC_000067.7	4911356	4915185	1	1	1	1	0	9
NC_000067.7	4948356	4956966	1	1	1	1	0	72
NC_000067.7	5220285	5232327	1	1	1	1	0	51
NC_000067.7	6298274	6300182	1	1	1	1	0	22
NC_000067.7	6300298	6304184	1	1	1	1	0	63
NC_000067.7	6310603	6314328	1	1	1	1	0	73
NC_000067.7	10217761	10222025	2	2	1	1	0	22
NC_000067.7	10222099	10223610	2	2	1	1	0	64
NC_000067.7	10224636	10227138	2	2	1	1	0	36
NC_000067.7	10227270	10228124	2	2	1	1	0	55
NC_000067.7	10229966	10230101	2	2	1	1	0	33
NC_000067.7	10230254	10230925	2	2	1	1	0	35
NC_000067.7	10251267	10253887	2	2	1	1	0	47
NC_000067.7	10253973	10254200	2	2	1	1	0	13
NC_000067.7	16171584	16171950	2	2	1	3	0	51
NC_000067.7	16172161	16172713	2	2	1	3	0	44
NC_000067.7	16172824	16172915	2	2	1	2	0	73
NC_000067.7	16173054	16173391	2	2	1	5	0	75
NC_000067.7	16173559	16173733	2	2	1	7	0	54
NC_000067.7	16173909	16174588	2	2	1	3	0	18
NC_000067.7	16652227	16655499	2	2	1	1	0	34
NC_000067.7	20875132	20875486	2	2	1	1	0	17
NC_000067.7	20875564	20876020	2	2	1	1	0	65
NC_000067.7	20880457	20882188	2	2	1	2	0	58
NC_000067.7	20883339	20884622	2	2	1	1	0	18
NC_000067.7	20884732	20884912	2	2	1	1	0	8
NC_000067.7	20885152	20886872	2	2	1	1	0	73
NC_000067.7	20887676	20888016	2	2	1	1	0	69
NC_000067.7	20888130	20890354	2	2	1	1	0	65
NC_000067.7	24217414	24218364	1	1	1	1	0	52
NC_000067.7	24218443	24218555	1	3	1	1	0	39
NC_000067.7	24224516	24233763	1	1	1	1	0	68
NC_000067.7	24233848	24234597	1	1	1	1	0	15
NC_000067.7	24270036	24270531	1	1	1	1	0	36
NC_000067.7	24270568	24271265	1	1	1	1	0	36
NC_000067.7	24271311	24272651	1	1	1	2	0	30
NC_000067.7	24272685	24276205	1	1	1	1	0	33
NC_000067.7	24724655	24732021	1	1	1	1	0	8
NC_000067.7	24732083	24743901	1	1	1	1	0	61
NC_000067.7	24744000	24745057	1	1	1	1	0	31
NC_000067.7	30863601	30868923	2	2	1	1	0	40
NC_000067.7	30982405	30983012	2	2	1	1	0	35
NC_000067.7	30983088	30983616	2	2	1	1	0	23
NC_000067.7	30983748	30984018	2	2	1	1	0	5
NC_000067.7	30984112	30985118	2	2	1	1	0	62
NC_000067.7	34204235	34205260	1	1	1	1	0	1
NC_000067.7	34205387	34206019	1	1	1	1	0	32
NC_000067.7	34206173	34206356	1	1	1	1	0	1
NC_000067.7	34292099	34295312	1	1	1	1	0	11
NC_000067.7	34295433	34295622	1	1	1	1	0	22
NC_000067.7	34297022	34299244	1	1	1	1	0	77
NC_000067.7	34306040	34307309	1	1	1	1	0	62
NC_000067.7	34310565	34313248	1	1	1	1	0	36
NC_000067.7	34317221	34321503	1	1	1	1	0	72
NC_000067.7	34323500	34326267	1	1	1	1	0	3
NC_000067.7	34327101	34328604	1	1	1	1	0	75
NC_000067.7	34857208	34858672	2	2	1	1	0	26
NC_000067.7	36215409	36215856	2	2	1	1	0	24
NC_000067.7	36215881	36216598	2	2	1	1	0	24
NC_000067.7	36235082	36236624	2	2	1	1	0	53
NC_000067.7	36355409	36357164	1	1	1	1	0	78
NC_000067.7	36559997	36560285	1	1	1	1	0	72
NC_000067.7	36589450	36589586	2	2	1	1	0	45
NC_000067.7	36589658	36589748	2	2	1	1	0	43
NC_000067.7	36591231	36591332	2	2	1	1	0	29
NC_000067.7	36591478	36591799	2	2	1	1	0	63
NC_000067.7	36591976	36592059	2	2	1	1	0	46
NC_000067.7	36602102	36603911	2	2	0	1	0	24
NC_000067.7	36603990	36617599	2	2	1	1	0	49
NC_000067.7	36731366	36731531	1	1	1	2	0	49
NC_000067.7	36731632	36732277	1	1	1	1	0	3
NC_000067.7	36740595	36740765	2	2	1	1	0	75
NC_000067.7	36847558	36847907	2	2	1	1	0	54
NC_000067.7	36848067	36849361	2	2	1	1	0	33
NC_000067.7	36868756	36872576	2	2	1	1	0	33
NC_000067.7	36872639	36873696	2	2	1	1	0	41
NC_000067.7	37459709	37467422	2	2	1	1	0	61
NC_000067.7	37467507	37468949	2	2	1	1	0	14
NC_000067.7	37469364	37470373	1	1	1	1	0	71
NC_000067.7	37470658	37471631	1	1	1	1	0	37
NC_000067.7	37936916	37937141	1	1	1	1	0	65
NC_000067.7	38026861	38029283	2	2	1	1	0	29
NC_000067.7	38071457	38072148	1	1	1	1	0	24
NC_000067.7	38072239	38073109	1	3	1	1	0	75
NC_000067.7	38073185	38075073	1	1	1	1	0	3
NC_000067.7	38076739	38079753	1	1	1	1	0	50
NC_000067.7	38079822	38080777	1	1	1	1	0	40
NC_000067.7	38083917	38084404	1	1	1	1	0	67
NC_000067.7	38089407	38090203	1	1	1	1	0	34
NC_000067.7	38090366	38090686	1	1	1	2	0	23
NC_000067.7	39407016	39407229	1	1	1	2	0	6
NC_000067.7	39407337	39409094	1	1	1	4	0	66
NC_000067.7	39409221	39410034	1	1	1	5	0	69
NC_000067.7	39410148	39410382	1	1	1	3	0	62
NC_000067.7	39594752	39597395	2	2	1	1	0	31
NC_000067.7	40019811	40022298	1	1	1	1	0	16
NC_000067.7	40022430	40023042	1	1	1	1	0	12
NC_000067.7	40025961	40028129	1	1	1	1	0	27
NC_000067.7	40036343	40039047	1	1	1	1	0	39
NC_000067.7	40039135	40039783	1	1	1	1	0	69
NC_000067.7	40043148	40043966	1	1	1	1	0	74
NC_000067.7	40062015	40062519	1	1	1	1	0	65
NC_000067.7	40062680	40063469	1	1	1	2	0	41
NC_000067.7	40063610	40063788	1	1	1	2	0	58
NC_000067.7	43593743	43608307	1	1	1	1	0	35
NC_000067.7	44010893	44011689	1	1	1	1	0	57
NC_000067.7	44154060	44156197	2	2	1	1	0	74
NC_000067.7	51338571	51339807	1	1	0	1	0	57
NC_000067.7	52162418	52165678	1	1	1	1	0	1
NC_000067.7	52165778	52171702	1	1	1	1	0	44
NC_000067.7	52207721	52208055	2	2	1	1	0	35
NC_000067.7	52208118	52227837	2	2	1	1	0	62
NC_000067.7	52700247	52701548	2	2	1	1	0	22
NC_000067.7	53360727	53362325	1	1	1	1	0	45
NC_000067.7	53362430	53365162	1	1	1	1	0	12
NC_000067.7	55026652	55027097	2	2	1	1	0	21
NC_000067.7	55117600	55117687	2	2	1	1	0	61
NC_000067.7	55118390	55119260	2	2	1	2	0	66
NC_000067.7	55119507	55120231	2	2	1	1	0	69
NC_000067.7	55120332	55120818	2	2	1	2	0	55
NC_000067.7	55120988	55121216	2	2	1	3	0	63
NC_000067.7	55121311	55122225	2	4	1	1	0	37
NC_000067.7	55122322	55122883	2	2	1	1	0	66
NC_000067.7	55122967	55123691	2	2	1	1	0	45
NC_000067.7	55123945	55125924	2	2	1	1	0	31
NC_000067.7	55126101	55126937	2	2	1	2	0	31
NC_000067.7	55128375	55129871	1	1	1	2	0	79
NC_000067.7	58437012	58438162	1	1	1	1	0	19
NC_000067.7	58440002	58440272	1	1	1	1	0	37
NC_000067.7	58440671	58442045	1	1	1	1	0	49
NC_000067.7	58442193	58442773	1	1	1	1	1	3
NC_000067.7	58442913	58443390	1	1	1	0	1	62
NC_000067.7	58477571	58480001	2	2	1	1	0	32
NC_000067.7	58480096	58481683	2	2	1	1	0	74
NC_000067.7	58536625	58539399	2	2	1	1	0	33
NC_000067.7	58625830	58630248	1	1	1	2	0	51
NC_000067.7	58752819	58765464	1	1	1	1	0	54
NC_000067.7	58870827	58872791	1	1	1	1	0	35
NC_000067.7	58872934	58883502	1	1	1	1	0	54
NC_000067.7	59030296	59031809	1	1	1	1	0	37
NC_000067.7	59031535	59031809	1	1	1	1	0	34
NC_000067.7	59031915	59032051	1	1	1	1	0	17
NC_000067.7	59218353	59219264	2	2	1	1	0	3
NC_000067.7	59219343	59219707	2	2	1	1	0	78
NC_000067.7	59250648	59254260	2	2	1	1	0	33
NC_000067.7	59679428	59681576	2	2	1	3	0	62
NC_000067.7	59681649	59683675	2	2	1	2	0	72
NC_000067.7	59694692	59709838	2	2	1	1	0	64
NC_000067.7	59729722	59731495	1	1	1	1	0	4
NC_000067.7	59731549	59731770	1	1	1	1	0	53
NC_000067.7	59731888	59735136	1	1	1	1	0	41
NC_000067.7	60541037	60541983	2	2	1	1	0	79
NC_000067.7	62822716	62824203	1	1	1	1	0	42
NC_000067.7	62824301	62825439	1	1	1	1	0	21
NC_000067.7	62825461	62851692	1	1	1	1	0	5
NC_000067.7	63183082	63186278	2	2	1	1	0	68
NC_000067.7	63186352	63186448	2	2	1	1	0	54
NC_000067.7	63204020	63204107	2	2	1	1	0	38
NC_000067.7	63216451	63216912	1	1	1	4	0	73
NC_000067.7	63217036	63217597	1	1	1	3	0	53
NC_000067.7	63217725	63217990	1	1	1	2	0	41
NC_000067.7	63218058	63218406	1	1	1	1	0	17
NC_000067.7	63218533	63218616	1	1	1	2	0	68
NC_000067.7	63595063	63596566	1	1	1	1	0	34
NC_000067.7	63596648	63602567	1	1	1	1	0	51
NC_000067.7	63602619	63603303	1	1	1	1	0	48
NC_000067.7	63610238	63612045	1	1	1	1	0	58
NC_000067.7	63612158	63624523	1	1	1	1	0	27
NC_000067.7	63790538	63791455	1	1	1	1	0	57
NC_000067.7	65273594	65274168	1	1	1	1	0	30
NC_000067.7	66419933	66438547	1	1	1	1	0	28
NC_000067.7	66438662	66440602	1	1	1	1	0	75
NC_000067.7	66464688	66470685	1	1	1	1	0	42
NC_000067.7	66477526	66477950	1	1	1	1	0	31
NC_000067.7	66896714	66902331	2	2	1	1	0	42
NC_000067.7	71625443	71625988	2	2	1	3	0	79
NC_000067.7	71626103	71629256	2	2	1	3	0	76
NC_000067.7	71629364	71629925	2	2	1	2	0	60
NC_000067.7	71634962	71636439	2	2	1	3	0	61
NC_000067.7	71636907	71637532	2	2	1	2	0	2
NC_000067.7	71637623	71638373	2	2	1	1	0	67
NC_000067.7	71639626	71640359	2	2	1	2	0	55
NC_000067.7	71640448	71641468	2	2	1	3	0	70
NC_000067.7	71641657	71642818	2	2	1	1	0	53
NC_000067.7	71641657	71644128	2	2	1	1	0	19
NC_000067.7	71644243	71645043	2	2	1	1	0	11
NC_000067.7	71645200	71645861	2	2	1	1	0	26
NC_000067.7	71646027	71647062	2	2	1	1	0	45
NC_000067.7	71647180	71648571	2	2	1	1	0	5
NC_000067.7	71648842	71650087	2	2	1	1	0	56
NC_000067.7	71650178	71651626	2	2	1	3	0	79
NC_000067.7	71651810	71654518	2	2	1	1	0	44
NC_000067.7	71654711	71657737	2	2	1	1	0	49
NC_000067.7	71657825	71658542	2	2	1	1	0	23
NC_000067.7	71658712	71659883	2	2	1	1	0	74
NC_000067.7	71663504	71665132	2	2	1	2	0	69
NC_000067.7	71665406	71666321	2	2	1	2	0	78
NC_000067.7	71666517	71667215	2	2	1	1	0	62
NC_000067.7	71667306	71667566	2	2	1	2	0	50
NC_000067.7	71667696	71668474	2	2	1	1	0	8
NC_000067.7	71668652	71668824	2	2	1	2	0	62
NC_000067.7	71679604	71680310	2	2	1	2	0	45
NC_000067.7	71682311	71684705	2	2	1	2	0	59
NC_000067.7	71684862	71687167	2	2	1	1	0	46
NC_000067.7	71687306	71688352	2	2	1	1	0	25
NC_000067.7	71688485	71689720	2	2	1	4	0	76
NC_000067.7	71689859	71690679	2	2	1	3	0	78
NC_000067.7	72655738	72659190	1	1	1	1	0	12
NC_000067.7	72750483	72750830	1	1	1	3	0	14
NC_000067.7	72750960	72751300	1	3	1	2	0	19
NC_000067.7	74295211	74301617	1	1	1	1	0	54
NC_000067.7	74301745	74302901	1	1	1	2	0	79
NC_000067.7	74303003	74303511	1	1	1	1	0	77
NC_000067.7	74320097	74320247	2	2	1	1	0	23
NC_000067.7	74324297	74325000	1	1	1	1	0	68
NC_000067.7	74325170	74326250	1	1	1	1	0	73
NC_000067.7	74328678	74329029	2	2	1	1	0	41
NC_000067.7	74331667	74331993	2	2	1	1	0	14
NC_000067.7	74332048	74332163	2	2	1	1	0	54
NC_000067.7	74332229	74333066	2	2	1	1	0	39
NC_000067.7	74333162	74334356	2	2	1	1	0	52
NC_000067.7	74434182	74434614	1	1	1	2	0	65
NC_000067.7	74489715	74491845	2	2	1	1	0	9
NC_000067.7	74606507	74607709	2	2	1	1	0	57
NC_000067.7	74629038	74629118	1	1	1	1	0	35
NC_000067.7	74629259	74629423	1	1	1	1	0	9
NC_000067.7	74633854	74634367	2	2	1	1	0	62
NC_000067.7	74634461	74634789	2	2	1	1	0	4
NC_000067.7	75163583	75164328	2	2	1	1	0	34
NC_000067.7	75173026	75173157	1	1	1	1	0	71
NC_000067.7	75413483	75413580	1	1	1	1	0	49
NC_000067.7	75415673	75415988	1	1	1	1	0	60
NC_000067.7	75416049	75417131	1	1	0	1	0	50
NC_000067.7	75417187	75418118	1	1	1	1	0	30
NC_000067.7	75418254	75418373	1	1	1	1	0	60
NC_000067.7	75418472	75418628	1	1	1	1	0	1
NC_000067.7	80247073	80249240	2	2	1	1	0	47
NC_000067.7	80264845	80266460	2	2	1	1	0	10
NC_000067.7	82707158	82708833	1	1	1	1	0	76
NC_000067.7	82861083	82863834	1	1	1	1	0	8
NC_000067.7	82863909	82864095	1	1	1	1	0	74
NC_000067.7	82872289	82872719	1	1	1	1	0	61
NC_000067.7	84702536	84703116	2	2	1	1	0	72
NC_000067.7	84714802	84716398	2	2	1	1	0	65
NC_000067.7	85651109	85652841	2	2	0	1	0	54
NC_000067.7	85776142	85776753	1	1	1	1	0	53
NC_000067.7	85833124	85834142	1	1	1	3	0	36
NC_000067.7	86012993	86013751	1	1	1	2	0	79
NC_000067.7	86013831	86014296	1	1	1	2	0	35
